"QTA","FATTURATO","ANNOMESE","ART_COD"
27,7812.6,"2019-07","HORHONORPLAYB"
16,4698.5,"2019-08","HORHONORPLAYB"
5,1379.51,"2019-09","HORHONORPLAYB"
12,3598.8,"2019-10","HORHONORPLAYB"
7,1984.4,"2019-11","HORHONORPLAYB"
3,899.7,"2019-12","HORHONORPLAYB"
2,599.8,"2020-01","HORHONORPLAYB"
1,299.9,"2020-02","HORHONORPLAYB"
1,299.9,"2020-03","HORHONORPLAYB"
1,299.9,"2020-05","HORHONORPLAYB"
1,179,"2020-06","HORHONORPLAYB"
2,358,"2020-07","HORHONORPLAYB"
4,672.02,"2020-08","HORHONORPLAYB"
1,179,"2020-09","HORHONORPLAYB"
1,179,"2020-10","HORHONORPLAYB"
1,179,"2021-01","HORHONORPLAYB"
134,16078.66,"2018-09","WIKHARRY2"
517,61935.83,"2018-10","WIKHARRY2"
829,99207.71,"2018-11","WIKHARRY2"
1238,148342.38,"2018-12","WIKHARRY2"
954,114470.45999999999,"2019-01","WIKHARRY2"
405,48521.97,"2019-02","WIKHARRY2"
392,46788.63,"2019-03","WIKHARRY2"
811,96094.82,"2019-04","WIKHARRY2"
599,71247.24,"2019-05","WIKHARRY2"
862,102088.89,"2019-06","WIKHARRY2"
1094,129807.62,"2019-07","WIKHARRY2"
365,43055.75,"2019-08","WIKHARRY2"
204,23686.94,"2019-09","WIKHARRY2"
90,10511.12,"2019-10","WIKHARRY2"
42,4479.66,"2019-11","WIKHARRY2"
46,5459.54,"2019-12","WIKHARRY2"
12,1379.89,"2020-01","WIKHARRY2"
16,1679.86,"2020-02","WIKHARRY2"
1,119.99,"2020-03","WIKHARRY2"
1,119.99,"2020-04","WIKHARRY2"
8,959.92,"2020-05","WIKHARRY2"
1,119.99,"2020-06","WIKHARRY2"
1,79.99,"2020-07","WIKHARRY2"
1,39.99,"2020-08","WIKHARRY2"
2,100,"2020-09","WIKHARRY2"
1,30.01,"2020-12","WIKHARRY2"
1,50,"2021-01","WIKHARRY2"
2,103.98,"2021-12","WIKHARRY2"
83,9943.67,"2018-09","WIKHARRY2G"
333,39956.67,"2018-10","WIKHARRY2G"
703,84179.98,"2018-11","WIKHARRY2G"
813,97525.88,"2018-12","WIKHARRY2G"
386,46316.14,"2019-01","WIKHARRY2G"
222,26637.78,"2019-02","WIKHARRY2G"
266,31717.35,"2019-03","WIKHARRY2G"
373,44416.27,"2019-04","WIKHARRY2G"
132,15718.68,"2019-05","WIKHARRY2G"
246,29326.55,"2019-06","WIKHARRY2G"
332,39024.77,"2019-07","WIKHARRY2G"
94,10963.99,"2019-08","WIKHARRY2G"
41,4741.9,"2019-09","WIKHARRY2G"
34,4079.66,"2019-10","WIKHARRY2G"
19,2189.82,"2019-11","WIKHARRY2G"
30,3459.72,"2019-12","WIKHARRY2G"
6,609.95,"2020-01","WIKHARRY2G"
3,359.97,"2020-02","WIKHARRY2G"
5,519.86,"2020-03","WIKHARRY2G"
3,359.97,"2020-05","WIKHARRY2G"
1,99.99,"2020-06","WIKHARRY2G"
1,79.99,"2020-07","WIKHARRY2G"
3,179.98,"2020-08","WIKHARRY2G"
46,7349.54,"2018-09","WIKVIEW2GO"
175,27899.29,"2018-10","WIKVIEW2GO"
227,36234.74,"2018-11","WIKVIEW2GO"
622,98680.76,"2018-12","WIKVIEW2GO"
161,25484.54,"2019-01","WIKVIEW2GO"
259,41417.41,"2019-02","WIKVIEW2GO"
199,31654.41,"2019-03","WIKVIEW2GO"
377,59789.58,"2019-04","WIKVIEW2GO"
323,50208.71,"2019-05","WIKVIEW2GO"
152,23449.37,"2019-06","WIKVIEW2GO"
161,24582.33,"2019-07","WIKVIEW2GO"
49,7519.1,"2019-08","WIKVIEW2GO"
32,4531.39,"2019-09","WIKVIEW2GO"
9,1199.76,"2019-10","WIKVIEW2GO"
7,1039.94,"2019-11","WIKVIEW2GO"
9,1279.93,"2019-12","WIKVIEW2GO"
3,479.88,"2020-01","WIKVIEW2GO"
3,479.97,"2020-02","WIKVIEW2GO"
1,99.99,"2020-07","WIKVIEW2GO"
2,100,"2020-10","WIKVIEW2GO"
11,1759.89,"2018-10","WIKVIEW2GOS"
95,15116.06,"2018-11","WIKVIEW2GOS"
256,40855.32,"2018-12","WIKVIEW2GOS"
76,12148.25,"2019-01","WIKVIEW2GOS"
78,12429.23,"2019-02","WIKVIEW2GOS"
48,7604.53,"2019-03","WIKVIEW2GOS"
71,11194.32,"2019-04","WIKVIEW2GOS"
48,7609.53,"2019-05","WIKVIEW2GOS"
34,5329.67,"2019-06","WIKVIEW2GOS"
39,5746.68,"2019-07","WIKVIEW2GOS"
17,2478.87,"2019-08","WIKVIEW2GOS"
7,1119.93,"2019-09","WIKVIEW2GOS"
2,269.99,"2019-10","WIKVIEW2GOS"
3,479.97,"2019-11","WIKVIEW2GOS"
1,159.99,"2020-01","WIKVIEW2GOS"
1,99.99,"2020-07","WIKVIEW2GOS"
2,499.98,"2018-09","WIKVIEW2PLUS"
8,1948.89,"2018-10","WIKVIEW2PLUS"
9,2179.92,"2018-11","WIKVIEW2PLUS"
35,8624.67,"2018-12","WIKVIEW2PLUS"
9,2198.91,"2019-01","WIKVIEW2PLUS"
2,499.98,"2019-02","WIKVIEW2PLUS"
3,749.97,"2019-03","WIKVIEW2PLUS"
2,499.98,"2019-04","WIKVIEW2PLUS"
1044,256053.58000000002,"2019-05","WIKVIEW2PLUS"
1120,276198.19,"2019-06","WIKVIEW2PLUS"
335,81134.3,"2019-07","WIKVIEW2PLUS"
806,200448.93,"2019-08","WIKVIEW2PLUS"
272,67239.4,"2019-09","WIKVIEW2PLUS"
1718,427191.86,"2019-10","WIKVIEW2PLUS"
691,172413.09,"2019-11","WIKVIEW2PLUS"
592,146710.01,"2019-12","WIKVIEW2PLUS"
713,176163.15,"2020-01","WIKVIEW2PLUS"
228,56020.67,"2020-02","WIKVIEW2PLUS"
77,17507.35,"2020-03","WIKVIEW2PLUS"
49,11866.58,"2020-04","WIKVIEW2PLUS"
84,19615.25,"2020-05","WIKVIEW2PLUS"
44,10382.69,"2020-06","WIKVIEW2PLUS"
19,4599.82,"2020-07","WIKVIEW2PLUS"
8,1849.93,"2020-08","WIKVIEW2PLUS"
10,2349.91,"2020-09","WIKVIEW2PLUS"
5,500,"2020-10","WIKVIEW2PLUS"
2,170.01,"2020-12","WIKVIEW2PLUS"
3,300,"2021-01","WIKVIEW2PLUS"
4,400,"2021-02","WIKVIEW2PLUS"
1,100,"2021-03","WIKVIEW2PLUS"
1,99.99,"2021-06","WIKVIEW2PLUS"
1,89.99,"2021-08","WIKVIEW2PLUS"
153,52882,"2018-09","DYSV7CORDFREE"
504,169887.53,"2018-10","DYSV7CORDFREE"
833,281682.18,"2018-11","DYSV7CORDFREE"
175,59696.59,"2018-12","DYSV7CORDFREE"
10,3470,"2019-01","DYSV7CORDFREE"
4,1396,"2019-02","DYSV7CORDFREE"
3,977,"2019-03","DYSV7CORDFREE"
5,1405,"2019-04","DYSV7CORDFREE"
4,816,"2019-05","DYSV7CORDFREE"
2,598,"2019-06","DYSV7CORDFREE"
2,598,"2019-07","DYSV7CORDFREE"
3,797,"2019-08","DYSV7CORDFREE"
1,299,"2020-02","DYSV7CORDFREE"
1,299,"2020-07","DYSV7CORDFREE"
1,80,"2021-03","DYSV7CORDFREE"
1,699,"2018-10","CANBWD596PH35S"
4,2796,"2018-11","CANBWD596PH35S"
8,5442,"2018-12","CANBWD596PH35S"
9,6142,"2019-01","CANBWD596PH35S"
17,11483,"2019-02","CANBWD596PH35S"
4,2161.88,"2019-03","CANBWD596PH35S"
3,2097,"2019-04","CANBWD596PH35S"
10,6990,"2019-05","CANBWD596PH35S"
14,9386,"2019-06","CANBWD596PH35S"
11,7339.2,"2019-07","CANBWD596PH35S"
39,26168.42,"2019-08","CANBWD596PH35S"
7,4893,"2019-09","CANBWD596PH35S"
9,6191,"2019-10","CANBWD596PH35S"
29,20046.56,"2019-11","CANBWD596PH35S"
13,9087,"2019-12","CANBWD596PH35S"
3,2097,"2020-01","CANBWD596PH35S"
8,4952.01,"2020-02","CANBWD596PH35S"
6,2783.01,"2020-03","CANBWD596PH35S"
5,2375.7,"2020-04","CANBWD596PH35S"
15,6992.01,"2020-05","CANBWD596PH35S"
14,6326.72,"2020-06","CANBWD596PH35S"
3,1497,"2020-07","CANBWD596PH35S"
1,369.01,"2020-08","CANBWD596PH35S"
1,499,"2020-09","CANBWD596PH35S"
1,449,"2020-10","CANBWD596PH35S"
1,449,"2020-11","CANBWD596PH35S"
1,399,"2021-03","CANBWD596PH35S"
1,399.9,"2021-07","CANBWD596PH35S"
1,390,"2018-04","OMNG935G"
125,8687.76,"2018-09","ARCACCESS50B"
829,57991.71,"2018-10","ARCACCESS50B"
1310,91624.92,"2018-11","ARCACCESS50B"
1255,87737.47,"2018-12","ARCACCESS50B"
617,43153.84,"2019-01","ARCACCESS50B"
343,23926.5,"2019-02","ARCACCESS50B"
228,15686.77,"2019-03","ARCACCESS50B"
228,15686.77,"2019-03","ARCACCESS50B"
98,6739.06,"2019-04","ARCACCESS50B"
76,5285.25,"2019-05","ARCACCESS50B"
64,4479.36,"2019-06","ARCACCESS50B"
90,6299.1,"2019-07","ARCACCESS50B"
81,5389.12,"2019-08","ARCACCESS50B"
21,1144.8,"2019-09","ARCACCESS50B"
12,659.88,"2019-10","ARCACCESS50B"
1,35,"2019-11","ARCACCESS50B"
3,151.99,"2019-12","ARCACCESS50B"
2,84.98,"2020-01","ARCACCESS50B"
3,137.99,"2020-02","ARCACCESS50B"
1,49,"2020-03","ARCACCESS50B"
2,98,"2020-06","ARCACCESS50B"
4,156,"2020-07","ARCACCESS50B"
2,58,"2020-08","ARCACCESS50B"
3,60,"2020-10","ARCACCESS50B"
1,20,"2020-11","ARCACCESS50B"
1,20,"2020-12","ARCACCESS50B"
3,60,"2021-01","ARCACCESS50B"
1,20,"2021-02","ARCACCESS50B"
1,20.99,"2021-08","ARCACCESS50B"
1,649,"2019-06","HOOAWMPD447LH61S"
2,1298,"2019-07","HOOAWMPD447LH61S"
3,2097,"2018-10","HOOAWMPD49LH71S"
3,2097,"2018-11","HOOAWMPD49LH71S"
1,699,"2018-12","HOOAWMPD49LH71S"
3,1897,"2019-01","HOOAWMPD49LH71S"
2,1398,"2019-02","HOOAWMPD49LH71S"
6,4194,"2019-03","HOOAWMPD49LH71S"
27,16332.08,"2019-04","HOOAWMPD49LH71S"
4,2502.02,"2019-05","HOOAWMPD49LH71S"
7,4443,"2019-06","HOOAWMPD49LH71S"
13,8787,"2019-07","HOOAWMPD49LH71S"
5,2490.3,"2019-08","HOOAWMPD49LH71S"
8,4582,"2019-09","HOOAWMPD49LH71S"
2,1248,"2019-10","HOOAWMPD49LH71S"
11,7039,"2019-11","HOOAWMPD49LH71S"
8,5167,"2019-12","HOOAWMPD49LH71S"
6,3074,"2020-02","HOOAWMPD49LH71S"
1,499,"2020-03","HOOAWMPD49LH71S"
4,1976,"2020-04","HOOAWMPD49LH71S"
8,3396.15,"2020-05","HOOAWMPD49LH71S"
8,3396.15,"2020-05","HOOAWMPD49LH71S"
21,8867.06,"2020-06","HOOAWMPD49LH71S"
5,2195,"2020-07","HOOAWMPD49LH71S"
10,4221,"2020-08","HOOAWMPD49LH71S"
1,399,"2020-09","HOOAWMPD49LH71S"
7,2654.5,"2020-10","HOOAWMPD49LH71S"
3,1117.2,"2020-11","HOOAWMPD49LH71S"
2,678.91,"2020-12","HOOAWMPD49LH71S"
3,1107,"2021-03","HOOAWMPD49LH71S"
1,249.91,"2021-05","HOOAWMPD49LH71S"
1,299,"2021-11","HOOAWMPD49LH71S"
3,1812.5,"2018-12","HOOAWMPD410LH81S"
4,2996,"2019-01","HOOAWMPD410LH81S"
3,1908,"2019-02","HOOAWMPD410LH81S"
6,4344,"2019-03","HOOAWMPD410LH81S"
2,1498,"2019-04","HOOAWMPD410LH81S"
3,2097,"2019-05","HOOAWMPD410LH81S"
4,2571.5,"2019-06","HOOAWMPD410LH81S"
14,10486,"2019-07","HOOAWMPD410LH81S"
10,6250.01,"2019-08","HOOAWMPD410LH81S"
3,2047,"2019-09","HOOAWMPD410LH81S"
5,3140,"2019-10","HOOAWMPD410LH81S"
4,2946,"2019-11","HOOAWMPD410LH81S"
3,1882.31,"2019-12","HOOAWMPD410LH81S"
2,1098.99,"2020-01","HOOAWMPD410LH81S"
5,3576,"2020-02","HOOAWMPD410LH81S"
3,1907.99,"2020-03","HOOAWMPD410LH81S"
11,7989,"2020-04","HOOAWMPD410LH81S"
20,10721.05,"2020-05","HOOAWMPD410LH81S"
22,10869,"2020-06","HOOAWMPD410LH81S"
9,4411,"2020-07","HOOAWMPD410LH81S"
10,4821.9,"2020-08","HOOAWMPD410LH81S"
6,2880,"2020-09","HOOAWMPD410LH81S"
7,2540.31,"2020-10","HOOAWMPD410LH81S"
7,2873.01,"2020-11","HOOAWMPD410LH81S"
3,1168.01,"2020-12","HOOAWMPD410LH81S"
2,858,"2021-02","HOOAWMPD410LH81S"
1,369,"2021-03","HOOAWMPD410LH81S"
1,344.9,"2021-06","HOOAWMPD410LH81S"
1,389,"2021-07","HOOAWMPD410LH81S"
1,714,"2018-10","HOOAWMPD413LH7R1S"
2,1798,"2018-11","HOOAWMPD413LH7R1S"
1,899,"2019-01","HOOAWMPD413LH7R1S"
4,3421,"2019-03","HOOAWMPD413LH7R1S"
7,5823,"2019-04","HOOAWMPD413LH7R1S"
2,1798,"2019-05","HOOAWMPD413LH7R1S"
7,6293,"2019-06","HOOAWMPD413LH7R1S"
4,3596,"2019-07","HOOAWMPD413LH7R1S"
3,2508,"2019-08","HOOAWMPD413LH7R1S"
1,899,"2019-10","HOOAWMPD413LH7R1S"
6,5214,"2019-11","HOOAWMPD413LH7R1S"
2,1528.3,"2019-12","HOOAWMPD413LH7R1S"
1,899,"2020-02","HOOAWMPD413LH7R1S"
6,5394,"2020-03","HOOAWMPD413LH7R1S"
1,899,"2020-04","HOOAWMPD413LH7R1S"
1,599,"2020-05","HOOAWMPD413LH7R1S"
1,359.01,"2020-07","HOOAWMPD413LH7R1S"
2,978.01,"2020-08","HOOAWMPD413LH7R1S"
2,1048,"2020-10","HOOAWMPD413LH7R1S"
1,499,"2021-03","HOOAWMPD413LH7R1S"
1,599,"2020-11","HOOAWDPD4138LHR1"
12,4632,"2018-11","SNGUNIS710C"
18,7063,"2018-12","SNGUNIS710C"
15,5985,"2019-01","SNGUNIS710C"
10,3990,"2019-02","SNGUNIS710C"
16,6384,"2019-03","SNGUNIS710C"
16,6045,"2019-04","SNGUNIS710C"
9,3431,"2019-05","SNGUNIS710C"
11,4200,"2019-06","SNGUNIS710C"
14,5586,"2019-07","SNGUNIS710C"
11,4215.02,"2019-08","SNGUNIS710C"
18,7113.01,"2019-09","SNGUNIS710C"
16,6154,"2019-10","SNGUNIS710C"
31,12035.02,"2019-11","SNGUNIS710C"
17,6713,"2019-12","SNGUNIS710C"
22,8369.01,"2020-01","SNGUNIS710C"
11,4389,"2020-02","SNGUNIS710C"
12,4718,"2020-03","SNGUNIS710C"
12,4788,"2020-04","SNGUNIS710C"
16,6264,"2020-05","SNGUNIS710C"
29,11142.25,"2020-06","SNGUNIS710C"
19,7461.01,"2020-07","SNGUNIS710C"
18,7099.68,"2020-08","SNGUNIS710C"
14,5316.6,"2020-09","SNGUNIS710C"
23,8723.01,"2020-10","SNGUNIS710C"
20,7850,"2020-11","SNGUNIS710C"
15,5695.3,"2020-12","SNGUNIS710C"
14,5152.02,"2021-01","SNGUNIS710C"
5,1825,"2021-02","SNGUNIS710C"
9,2955.4,"2021-03","SNGUNIS710C"
2,848.9,"2021-04","SNGUNIS710C"
7,2899.3,"2021-05","SNGUNIS710C"
18,7013.2,"2021-06","SNGUNIS710C"
14,5537.7,"2021-07","SNGUNIS710C"
9,3559.1,"2021-08","SNGUNIS710C"
13,5198.7,"2021-09","SNGUNIS710C"
14,4965,"2021-10","SNGUNIS710C"
19,7194.11,"2021-11","SNGUNIS710C"
13,4904.81,"2021-12","SNGUNIS710C"
15,5928.51,"2022-01","SNGUNIS710C"
12,4647.9,"2022-02","SNGUNIS710C"
12,4483.99,"2022-03","SNGUNIS710C"
18,7290.65,"2022-04","SNGUNIS710C"
11,4535.86,"2022-05","SNGUNIS710C"
41,17147.32,"2022-06","SNGUNIS710C"
15,6550.54,"2022-07","SNGUNIS710C"
29,12084.62,"2022-08","SNGUNIS710C"
7,2934.31,"2022-09","SNGUNIS710C"
10,4323.19,"2022-10","SNGUNIS710C"
9,3894.85,"2022-11","SNGUNIS710C"
5,2249.5,"2022-12","SNGUNIS710C"
19,7993.24,"2023-01","SNGUNIS710C"
17,7132.49,"2023-02","SNGUNIS710C"
15,5663.06,"2023-03","SNGUNIS710C"
11,4471.14,"2023-04","SNGUNIS710C"
10,3285.4,"2023-05","SNGUNIS710C"
12,4481.96,"2023-06","SNGUNIS710C"
8,3027.43,"2023-07","SNGUNIS710C"
9,3899.19,"2023-08","SNGUNIS710C"
5,1919.8,"2023-09","SNGUNIS710C"
2,699.8,"2023-10","SNGUNIS710C"
10,4203.2,"2023-11","SNGUNIS710C"
3,954.75,"2023-12","SNGUNIS710C"
6,3594,"2018-10","SAMWW9RK6404QWET"
119,104822.92,"2018-11","SAMWW9RK6404QWET"
26,22602.29,"2018-12","SAMWW9RK6404QWET"
13,10517.99,"2019-01","SAMWW9RK6404QWET"
18,15602,"2019-02","SAMWW9RK6404QWET"
5,3345.9,"2019-03","SAMWW9RK6404QWET"
193,172947.99,"2019-04","SAMWW9RK6404QWET"
80,70683.97,"2019-05","SAMWW9RK6404QWET"
11,9539.99,"2019-06","SAMWW9RK6404QWET"
16,13285.49,"2019-07","SAMWW9RK6404QWET"
3,2697,"2019-08","SAMWW9RK6404QWET"
24,21056,"2019-09","SAMWW9RK6404QWET"
5,3344.72,"2019-10","SAMWW9RK6404QWET"
183,87360.67,"2019-11","SAMWW9RK6404QWET"
32,15121.15,"2019-12","SAMWW9RK6404QWET"
7,3274,"2020-01","SAMWW9RK6404QWET"
8,3658,"2020-02","SAMWW9RK6404QWET"
2,768,"2020-03","SAMWW9RK6404QWET"
3,1437,"2020-04","SAMWW9RK6404QWET"
1,479,"2020-05","SAMWW9RK6404QWET"
2,928,"2020-06","SAMWW9RK6404QWET"
1,369,"2020-12","SAMWW9RK6404QWET"
94,83566,"2018-10","APLIPHONEXR64"
1402,1245742.27,"2018-11","APLIPHONEXR64"
2228,1978543.86,"2018-12","APLIPHONEXR64"
848,753474.83,"2019-01","APLIPHONEXR64"
1130,1003821.01,"2019-02","APLIPHONEXR64"
963,855101.84,"2019-03","APLIPHONEXR64"
1226,1089557.67,"2019-04","APLIPHONEXR64"
1101,976845.98,"2019-05","APLIPHONEXR64"
3511,3115517.44,"2019-06","APLIPHONEXR64"
2979,2644123.2,"2019-07","APLIPHONEXR64"
1471,1304900.34,"2019-08","APLIPHONEXR64"
2217,1654966.72,"2019-09","APLIPHONEXR64"
1935,1427452.4,"2019-10","APLIPHONEXR64"
1381,1017783.89,"2019-11","APLIPHONEXR64"
3359,2479210.98,"2019-12","APLIPHONEXR64"
539,397481.96,"2020-01","APLIPHONEXR64"
540,398810.96,"2020-02","APLIPHONEXR64"
67,49103.96,"2020-03","APLIPHONEXR64"
64,46698.21,"2020-04","APLIPHONEXR64"
266,196374,"2020-05","APLIPHONEXR64"
315,232523.05,"2020-06","APLIPHONEXR64"
176,129799.32,"2020-07","APLIPHONEXR64"
209,153953.9,"2020-08","APLIPHONEXR64"
100,73700,"2020-09","APLIPHONEXR64"
43,29610.28,"2020-10","APLIPHONEXR64"
1164,719196.68,"2020-11","APLIPHONEXR64"
2198,1359227.56,"2020-12","APLIPHONEXR64"
667,412082.01,"2021-01","APLIPHONEXR64"
342,210288.47,"2021-02","APLIPHONEXR64"
605,373742.67,"2021-03","APLIPHONEXR64"
548,336622.87,"2021-04","APLIPHONEXR64"
529,324397.73,"2021-05","APLIPHONEXR64"
353,216891.15,"2021-06","APLIPHONEXR64"
291,178729.41,"2021-07","APLIPHONEXR64"
146,89599.5,"2021-08","APLIPHONEXR64"
19,11569,"2021-09","APLIPHONEXR64"
38,22118.95,"2021-10","APLIPHONEXR64"
56,33634,"2021-11","APLIPHONEXR64"
11,6710.01,"2021-12","APLIPHONEXR64"
4,2476,"2022-01","APLIPHONEXR64"
3,1617,"2022-02","APLIPHONEXR64"
3,1857,"2022-03","APLIPHONEXR64"
1,399,"2022-04","APLIPHONEXR64"
1,619,"2023-02","APLIPHONEXR64"
64,56896,"2018-10","APLIPHONEXR64W"
857,760716.49,"2018-11","APLIPHONEXR64W"
1486,1320123.17,"2018-12","APLIPHONEXR64W"
536,475954.03,"2019-01","APLIPHONEXR64W"
722,641500.98,"2019-02","APLIPHONEXR64W"
461,409163.69,"2019-03","APLIPHONEXR64W"
732,649683.32,"2019-04","APLIPHONEXR64W"
731,648646.49,"2019-05","APLIPHONEXR64W"
1443,1279012.32,"2019-06","APLIPHONEXR64W"
2295,2036922.11,"2019-07","APLIPHONEXR64W"
1576,1399708.15,"2019-08","APLIPHONEXR64W"
1304,974757.88,"2019-09","APLIPHONEXR64W"
1490,1099030.96,"2019-10","APLIPHONEXR64W"
965,710879.36,"2019-11","APLIPHONEXR64W"
2517,1856629.55,"2019-12","APLIPHONEXR64W"
463,341617.96,"2020-01","APLIPHONEXR64W"
472,348259.95,"2020-02","APLIPHONEXR64W"
76,56094,"2020-03","APLIPHONEXR64W"
64,47055,"2020-04","APLIPHONEXR64W"
239,176322.91999999998,"2020-05","APLIPHONEXR64W"
198,145892.96,"2020-06","APLIPHONEXR64W"
119,87851,"2020-07","APLIPHONEXR64W"
131,95822.3,"2020-08","APLIPHONEXR64W"
49,35761,"2020-09","APLIPHONEXR64W"
21,14919,"2020-10","APLIPHONEXR64W"
848,524062.06,"2020-11","APLIPHONEXR64W"
1723,1064394.16,"2020-12","APLIPHONEXR64W"
595,366574.35,"2021-01","APLIPHONEXR64W"
267,163558.52,"2021-02","APLIPHONEXR64W"
420,259431.2,"2021-03","APLIPHONEXR64W"
245,151003.68,"2021-04","APLIPHONEXR64W"
127,77471.57,"2021-05","APLIPHONEXR64W"
66,40512.48,"2021-06","APLIPHONEXR64W"
59,36241.02,"2021-07","APLIPHONEXR64W"
30,17781.02,"2021-08","APLIPHONEXR64W"
6,3644,"2021-09","APLIPHONEXR64W"
17,9516.22,"2021-10","APLIPHONEXR64W"
7,4210,"2021-11","APLIPHONEXR64W"
16,8780,"2021-12","APLIPHONEXR64W"
14,8139.01,"2022-01","APLIPHONEXR64W"
1,619,"2022-02","APLIPHONEXR64W"
2,1058.01,"2022-03","APLIPHONEXR64W"
1,190,"2022-04","APLIPHONEXR64W"
1,451,"2022-06","APLIPHONEXR64W"
1,619,"2023-03","APLIPHONEXR64W"
1,619,"2023-09","APLIPHONEXR64W"
26,23114,"2018-10","APLIPHONEXR64RED"
253,224630.91999999998,"2018-11","APLIPHONEXR64RED"
169,149888.66,"2018-12","APLIPHONEXR64RED"
147,130316.83,"2019-01","APLIPHONEXR64RED"
76,67564,"2019-02","APLIPHONEXR64RED"
87,77343,"2019-03","APLIPHONEXR64RED"
332,295016.83,"2019-04","APLIPHONEXR64RED"
98,86932,"2019-05","APLIPHONEXR64RED"
78,69079.66,"2019-06","APLIPHONEXR64RED"
1020,904695.01,"2019-07","APLIPHONEXR64RED"
530,470840.99,"2019-08","APLIPHONEXR64RED"
207,155197.16,"2019-09","APLIPHONEXR64RED"
476,350224,"2019-10","APLIPHONEXR64RED"
409,300642.84,"2019-11","APLIPHONEXR64RED"
734,542096.96,"2019-12","APLIPHONEXR64RED"
58,42862,"2020-01","APLIPHONEXR64RED"
83,61337,"2020-02","APLIPHONEXR64RED"
15,11085,"2020-03","APLIPHONEXR64RED"
12,8761.05,"2020-04","APLIPHONEXR64RED"
40,29470,"2020-05","APLIPHONEXR64RED"
37,27343,"2020-06","APLIPHONEXR64RED"
22,16258,"2020-07","APLIPHONEXR64RED"
44,32236,"2020-08","APLIPHONEXR64RED"
26,19064.01,"2020-09","APLIPHONEXR64RED"
11,7529,"2020-10","APLIPHONEXR64RED"
125,77285,"2020-11","APLIPHONEXR64RED"
226,139332.52,"2020-12","APLIPHONEXR64RED"
54,33216,"2021-01","APLIPHONEXR64RED"
40,24460,"2021-02","APLIPHONEXR64RED"
50,30950,"2021-03","APLIPHONEXR64RED"
30,18478.67,"2021-04","APLIPHONEXR64RED"
14,8606,"2021-05","APLIPHONEXR64RED"
10,6190,"2021-06","APLIPHONEXR64RED"
13,8047,"2021-07","APLIPHONEXR64RED"
8,4952,"2021-08","APLIPHONEXR64RED"
1,619,"2021-09","APLIPHONEXR64RED"
3,1841,"2021-10","APLIPHONEXR64RED"
1,359,"2021-11","APLIPHONEXR64RED"
15,8855,"2021-12","APLIPHONEXR64RED"
8,4542.01,"2022-01","APLIPHONEXR64RED"
3,1667,"2022-02","APLIPHONEXR64RED"
4,3556,"2018-10","APLIPHONEXR64Y"
193,171387,"2018-11","APLIPHONEXR64Y"
119,105540.69,"2018-12","APLIPHONEXR64Y"
60,53252.7,"2019-01","APLIPHONEXR64Y"
110,97790,"2019-02","APLIPHONEXR64Y"
161,142866.66,"2019-03","APLIPHONEXR64Y"
146,129662.83,"2019-04","APLIPHONEXR64Y"
133,118117,"2019-05","APLIPHONEXR64Y"
325,288044.73,"2019-06","APLIPHONEXR64Y"
145,128685,"2019-07","APLIPHONEXR64Y"
49,43561,"2019-08","APLIPHONEXR64Y"
120,90214.91,"2019-09","APLIPHONEXR64Y"
87,63583,"2019-10","APLIPHONEXR64Y"
90,66480,"2019-11","APLIPHONEXR64Y"
266,196064.96000000002,"2019-12","APLIPHONEXR64Y"
51,37609,"2020-01","APLIPHONEXR64Y"
61,45079,"2020-02","APLIPHONEXR64Y"
13,9497.96,"2020-03","APLIPHONEXR64Y"
7,5173,"2020-04","APLIPHONEXR64Y"
36,26604,"2020-05","APLIPHONEXR64Y"
33,24277.96,"2020-06","APLIPHONEXR64Y"
18,13112,"2020-07","APLIPHONEXR64Y"
49,36141,"2020-08","APLIPHONEXR64Y"
38,27822,"2020-09","APLIPHONEXR64Y"
30,20459,"2020-10","APLIPHONEXR64Y"
54,33016.01,"2020-11","APLIPHONEXR64Y"
18,11012,"2020-12","APLIPHONEXR64Y"
6,3305,"2021-01","APLIPHONEXR64Y"
1,619,"2021-02","APLIPHONEXR64Y"
3,1857,"2021-03","APLIPHONEXR64Y"
5,3095,"2021-04","APLIPHONEXR64Y"
8,4743,"2021-05","APLIPHONEXR64Y"
3,1857,"2021-06","APLIPHONEXR64Y"
9,5521,"2021-07","APLIPHONEXR64Y"
7,4173,"2021-08","APLIPHONEXR64Y"
4,2387,"2021-09","APLIPHONEXR64Y"
10,5671,"2021-10","APLIPHONEXR64Y"
30,17286.04,"2021-11","APLIPHONEXR64Y"
20,11775.8,"2021-12","APLIPHONEXR64Y"
8,4268.01,"2022-01","APLIPHONEXR64Y"
1,619,"2022-02","APLIPHONEXR64Y"
1,619,"2022-03","APLIPHONEXR64Y"
1,619,"2022-11","APLIPHONEXR64Y"
18,16002,"2018-10","APLIPHONEXR64C"
50,44450,"2018-11","APLIPHONEXR64C"
166,147574,"2018-12","APLIPHONEXR64C"
72,63876.83,"2019-01","APLIPHONEXR64C"
154,136280.7,"2019-02","APLIPHONEXR64C"
213,189080.83000000002,"2019-03","APLIPHONEXR64C"
296,262862.83,"2019-04","APLIPHONEXR64C"
235,208473.83,"2019-05","APLIPHONEXR64C"
414,366755.38,"2019-06","APLIPHONEXR64C"
226,200592.83,"2019-07","APLIPHONEXR64C"
